Wavelength; ‡Ì‡Î ¿—¬Œƒ 0; ‡Ì‡Î ¿—¬Œƒ 1; ‡Ì‡Î ¿—¬Œƒ 2
1507.710571;-45.766000;-48.234000;-45.376000
1507.718140;-45.740000;-48.294000;-45.410000
1507.725830;-45.696000;-48.368000;-45.420000
1507.733398;-45.626000;-48.462000;-45.420000
1507.741089;-45.568000;-48.512000;-45.406000
1507.748657;-45.518000;-48.548000;-45.430000
1507.756348;-45.540000;-48.516000;-45.446000
1507.763916;-45.560000;-48.476000;-45.486000
1507.771606;-45.604000;-48.450000;-45.520000
1507.779175;-45.670000;-48.458000;-45.526000
1507.786865;-45.706000;-48.474000;-45.504000
1507.794434;-45.698000;-48.492000;-45.490000
1507.802124;-45.688000;-48.494000;-45.456000
1507.809692;-45.652000;-48.492000;-45.410000
1507.817383;-45.606000;-48.478000;-45.350000
1507.824951;-45.614000;-48.486000;-45.348000
1507.832642;-45.612000;-48.540000;-45.340000
1507.840210;-45.590000;-48.602000;-45.350000
1507.847778;-45.590000;-48.656000;-45.366000
1507.855469;-45.570000;-48.720000;-45.420000
1507.863037;-45.470000;-48.742000;-45.410000
1507.870728;-45.464000;-48.730000;-45.408000
1507.878296;-45.476000;-48.686000;-45.392000
1507.885986;-45.506000;-48.642000;-45.378000
1507.893555;-45.562000;-48.604000;-45.334000
1507.901245;-45.656000;-48.632000;-45.282000
1507.908813;-45.634000;-48.664000;-45.212000
1507.916504;-45.598000;-48.708000;-45.132000
1507.924072;-45.530000;-48.750000;-45.084000
1507.931763;-45.486000;-48.770000;-45.010000
1507.939331;-45.454000;-48.756000;-44.978000
1507.947021;-45.426000;-48.766000;-44.938000
1507.954712;-45.420000;-48.794000;-44.938000
1507.962402;-45.432000;-48.806000;-44.928000
1507.970093;-45.412000;-48.838000;-44.976000
1507.977783;-45.354000;-48.838000;-45.100000
1507.985474;-45.384000;-48.808000;-45.202000
1507.993164;-45.438000;-48.728000;-45.310000
1508.000854;-45.480000;-48.712000;-45.382000
1508.008423;-45.516000;-48.682000;-45.438000
1508.016113;-45.596000;-48.692000;-45.424000
1508.023804;-45.586000;-48.694000;-45.446000
1508.031494;-45.550000;-48.702000;-45.470000
1508.039185;-45.574000;-48.632000;-45.476000
1508.046875;-45.580000;-48.550000;-45.500000
1508.054565;-45.578000;-48.442000;-45.540000
1508.062256;-45.602000;-48.358000;-45.572000
1508.069946;-45.616000;-48.310000;-45.586000
1508.077637;-45.598000;-48.314000;-45.614000
1508.085327;-45.590000;-48.352000;-45.604000
1508.092896;-45.538000;-48.430000;-45.592000
1508.100586;-45.490000;-48.504000;-45.588000
1508.108276;-45.452000;-48.584000;-45.548000
1508.115967;-45.400000;-48.638000;-45.502000
1508.123657;-45.382000;-48.688000;-45.462000
1508.131348;-45.418000;-48.714000;-45.428000
1508.139038;-45.452000;-48.720000;-45.378000
1508.146729;-45.466000;-48.692000;-45.348000
1508.154419;-45.460000;-48.672000;-45.340000
1508.162109;-45.440000;-48.630000;-45.340000
1508.169800;-45.406000;-48.562000;-45.346000
1508.177368;-45.368000;-48.504000;-45.374000
1508.185059;-45.410000;-48.458000;-45.414000
1508.192749;-45.446000;-48.396000;-45.464000
1508.200439;-45.478000;-48.394000;-45.514000
1508.208130;-45.488000;-48.408000;-45.520000
1508.215820;-45.498000;-48.430000;-45.500000
1508.223511;-45.454000;-48.450000;-45.446000
1508.231201;-45.418000;-48.486000;-45.384000
1508.238892;-45.390000;-48.464000;-45.350000
1508.246582;-45.350000;-48.436000;-45.350000
1508.254272;-45.336000;-48.402000;-45.354000
1508.261841;-45.326000;-48.392000;-45.364000
1508.269531;-45.348000;-48.388000;-45.354000
1508.277222;-45.360000;-48.394000;-45.306000
1508.284912;-45.424000;-48.424000;-45.268000
1508.292603;-45.492000;-48.450000;-45.224000
1508.300293;-45.522000;-48.464000;-45.172000
1508.307983;-45.580000;-48.492000;-45.142000
1508.315674;-45.638000;-48.548000;-45.132000
1508.323364;-45.690000;-48.602000;-45.114000
1508.330933;-45.684000;-48.664000;-45.100000
1508.338623;-45.726000;-48.700000;-45.116000
1508.346191;-45.716000;-48.722000;-45.096000
1508.353882;-45.698000;-48.710000;-45.058000
1508.361450;-45.620000;-48.716000;-45.008000
1508.369141;-45.538000;-48.726000;-44.980000
1508.376709;-45.464000;-48.738000;-44.950000
1508.384399;-45.432000;-48.748000;-44.966000
1508.391968;-45.408000;-48.776000;-45.008000
1508.399658;-45.434000;-48.762000;-45.004000
1508.407227;-45.450000;-48.738000;-45.020000
1508.414917;-45.460000;-48.726000;-45.026000
1508.422485;-45.436000;-48.716000;-45.018000
1508.430176;-45.434000;-48.714000;-44.960000
1508.437866;-45.374000;-48.742000;-44.960000
1508.445435;-45.350000;-48.766000;-44.956000
1508.453125;-45.308000;-48.762000;-44.988000
1508.460693;-45.302000;-48.752000;-45.018000
1508.468384;-45.264000;-48.742000;-45.128000
1508.475952;-45.274000;-48.724000;-45.158000
1508.483643;-45.298000;-48.694000;-45.212000
1508.491211;-45.302000;-48.716000;-45.216000
1508.498901;-45.262000;-48.730000;-45.234000
1508.506470;-45.198000;-48.736000;-45.208000
1508.514160;-45.164000;-48.698000;-45.208000
1508.521729;-45.132000;-48.666000;-45.170000
1508.529419;-45.130000;-48.590000;-45.148000
1508.536987;-45.132000;-48.536000;-45.146000
1508.544678;-45.180000;-48.492000;-45.126000
1508.552368;-45.204000;-48.466000;-45.084000
1508.559937;-45.220000;-48.488000;-45.072000
1508.567627;-45.234000;-48.502000;-45.084000
1508.575195;-45.238000;-48.502000;-45.068000
1508.582886;-45.236000;-48.506000;-45.072000
1508.590454;-45.258000;-48.518000;-45.064000
1508.598145;-45.232000;-48.518000;-45.086000
1508.605713;-45.176000;-48.516000;-45.072000
1508.613403;-45.172000;-48.534000;-45.020000
1508.620972;-45.170000;-48.506000;-44.992000
1508.628662;-45.132000;-48.506000;-45.012000
1508.636230;-45.154000;-48.484000;-45.004000
1508.643921;-45.202000;-48.478000;-44.980000
1508.651489;-45.206000;-48.464000;-44.980000
1508.659180;-45.220000;-48.518000;-45.020000
1508.666748;-45.268000;-48.530000;-45.064000
1508.674438;-45.284000;-48.520000;-45.010000
1508.682129;-45.290000;-48.520000;-45.006000
1508.689697;-45.302000;-48.520000;-45.022000
1508.697388;-45.286000;-48.476000;-45.024000
1508.704956;-45.318000;-48.464000;-44.952000
1508.712646;-45.340000;-48.520000;-44.990000
1508.720459;-45.356000;-48.548000;-45.022000
1508.728149;-45.382000;-48.574000;-45.018000
1508.735840;-45.396000;-48.602000;-44.980000
1508.743530;-45.342000;-48.616000;-45.002000
1508.751221;-45.298000;-48.548000;-44.968000
1508.758911;-45.266000;-48.544000;-44.956000
1508.766602;-45.270000;-48.540000;-44.980000
1508.774292;-45.304000;-48.498000;-44.996000
1508.781982;-45.300000;-48.486000;-45.016000
1508.789673;-45.338000;-48.512000;-45.018000
1508.797363;-45.362000;-48.500000;-45.006000
1508.805054;-45.318000;-48.476000;-44.946000
1508.812744;-45.262000;-48.508000;-44.938000
1508.820435;-45.262000;-48.492000;-44.940000
1508.828125;-45.226000;-48.488000;-44.960000
1508.835815;-45.200000;-48.470000;-44.992000
1508.843506;-45.190000;-48.476000;-45.084000
1508.851196;-45.200000;-48.478000;-45.130000
1508.858887;-45.210000;-48.506000;-45.170000
1508.866699;-45.248000;-48.498000;-45.194000
1508.874390;-45.266000;-48.502000;-45.224000
1508.882080;-45.284000;-48.484000;-45.242000
1508.889771;-45.286000;-48.478000;-45.256000
1508.897461;-45.300000;-48.414000;-45.280000
1508.905151;-45.308000;-48.420000;-45.300000
1508.912842;-45.386000;-48.422000;-45.268000
1508.920532;-45.446000;-48.446000;-45.230000
1508.928223;-45.492000;-48.452000;-45.212000
1508.935913;-45.484000;-48.498000;-45.198000
1508.943604;-45.460000;-48.494000;-45.172000
1508.951294;-45.382000;-48.478000;-45.170000
1508.958984;-45.334000;-48.464000;-45.170000
1508.966675;-45.300000;-48.442000;-45.180000
1508.974365;-45.296000;-48.436000;-45.180000
1508.982056;-45.268000;-48.452000;-45.214000
1508.989746;-45.254000;-48.492000;-45.282000
1508.997437;-45.252000;-48.480000;-45.350000
1509.005127;-45.248000;-48.490000;-45.380000
1509.012939;-45.230000;-48.498000;-45.420000
1509.020630;-45.236000;-48.480000;-45.408000
1509.028320;-45.208000;-48.436000;-45.368000
1509.036011;-45.184000;-48.416000;-45.308000
1509.043701;-45.144000;-48.368000;-45.262000
1509.051392;-45.128000;-48.314000;-45.220000
1509.059082;-45.122000;-48.284000;-45.174000
1509.066772;-45.162000;-48.284000;-45.164000
1509.074463;-45.176000;-48.284000;-45.184000
1509.082153;-45.170000;-48.300000;-45.172000
1509.089722;-45.164000;-48.314000;-45.148000
1509.097290;-45.158000;-48.318000;-45.142000
1509.104980;-45.134000;-48.270000;-45.146000
1509.112549;-45.126000;-48.242000;-45.114000
1509.120117;-45.150000;-48.210000;-45.074000
1509.127686;-45.164000;-48.212000;-45.018000
1509.135376;-45.170000;-48.228000;-44.996000
1509.142944;-45.204000;-48.258000;-44.942000
1509.150513;-45.234000;-48.258000;-44.908000
1509.158081;-45.248000;-48.284000;-44.922000
1509.165649;-45.276000;-48.268000;-44.948000
1509.173340;-45.284000;-48.250000;-44.980000
1509.180908;-45.292000;-48.268000;-44.982000
1509.188477;-45.304000;-48.310000;-45.010000
1509.196045;-45.316000;-48.312000;-45.064000
1509.203613;-45.346000;-48.308000;-45.060000
1509.211304;-45.400000;-48.300000;-45.016000
1509.218872;-45.374000;-48.284000;-45.022000
1509.226440;-45.322000;-48.250000;-45.026000
1509.234009;-45.314000;-48.250000;-45.030000
1509.241699;-45.240000;-48.256000;-45.100000
1509.249268;-45.178000;-48.250000;-45.134000
1509.256836;-45.176000;-48.262000;-45.184000
1509.264404;-45.174000;-48.254000;-45.198000
1509.271973;-45.176000;-48.228000;-45.156000
1509.279663;-45.154000;-48.214000;-45.156000
1509.287231;-45.132000;-48.196000;-45.158000
1509.294800;-45.114000;-48.094000;-45.126000
1509.302368;-45.114000;-48.088000;-45.118000
1509.309937;-45.092000;-48.086000;-45.148000
1509.317627;-45.082000;-48.076000;-45.128000
1509.325195;-45.028000;-48.038000;-45.130000
1509.332764;-45.106000;-48.088000;-45.140000
1509.340332;-45.118000;-48.086000;-45.134000
1509.347900;-45.080000;-48.076000;-45.116000
1509.355591;-45.116000;-48.090000;-45.100000
1509.363159;-45.156000;-48.186000;-45.058000
1509.370728;-45.102000;-48.212000;-44.990000
1509.378296;-45.124000;-48.248000;-44.910000
1509.385986;-45.132000;-48.284000;-44.858000
1509.393555;-45.126000;-48.296000;-44.818000
1509.401123;-45.104000;-48.296000;-44.780000
1509.408691;-45.074000;-48.314000;-44.734000
1509.416260;-44.958000;-48.324000;-44.746000
1509.423950;-44.940000;-48.358000;-44.754000
1509.431519;-44.930000;-48.368000;-44.754000
1509.439087;-44.946000;-48.394000;-44.754000
1509.446655;-45.008000;-48.402000;-44.788000
1509.454224;-45.108000;-48.400000;-44.826000
1509.461914;-45.172000;-48.354000;-44.826000
1509.469604;-45.224000;-48.314000;-44.872000
1509.477295;-45.284000;-48.276000;-44.898000
1509.485107;-45.336000;-48.226000;-44.892000
1509.492798;-45.344000;-48.200000;-44.846000
1509.500488;-45.350000;-48.216000;-44.826000
1509.508301;-45.330000;-48.264000;-44.756000
1509.515991;-45.294000;-48.276000;-44.688000
1509.523682;-45.234000;-48.296000;-44.630000
1509.531494;-45.236000;-48.324000;-44.578000
1509.539185;-45.224000;-48.298000;-44.536000
1509.546875;-45.204000;-48.270000;-44.492000
1509.554688;-45.186000;-48.284000;-44.468000
1509.562378;-45.158000;-48.276000;-44.494000
1509.570068;-45.136000;-48.242000;-44.506000
1509.577881;-45.132000;-48.280000;-44.518000
1509.585571;-45.152000;-48.298000;-44.546000
1509.593262;-45.164000;-48.308000;-44.550000
1509.601074;-45.210000;-48.336000;-44.544000
1509.608765;-45.204000;-48.380000;-44.582000
1509.616455;-45.206000;-48.374000;-44.636000
1509.624146;-45.166000;-48.376000;-44.718000
1509.631958;-45.144000;-48.372000;-44.810000
1509.639648;-45.070000;-48.352000;-44.900000
1509.647339;-44.974000;-48.340000;-44.962000
1509.655151;-44.900000;-48.348000;-45.012000
1509.662842;-44.820000;-48.360000;-45.018000
1509.670532;-44.768000;-48.396000;-44.984000
1509.678345;-44.744000;-48.444000;-44.976000
1509.686035;-44.728000;-48.502000;-44.960000
1509.693726;-44.734000;-48.554000;-44.934000
1509.701538;-44.798000;-48.602000;-44.878000
1509.709229;-44.836000;-48.576000;-44.832000
1509.716919;-44.870000;-48.534000;-44.742000
1509.724731;-44.932000;-48.436000;-44.678000
1509.732422;-44.970000;-48.338000;-44.640000
1509.740112;-45.000000;-48.234000;-44.686000
1509.747803;-45.004000;-48.172000;-44.742000
1509.755615;-45.026000;-48.076000;-44.812000
1509.763306;-45.028000;-48.050000;-44.886000
1509.770996;-45.018000;-48.048000;-44.926000
1509.778809;-44.970000;-48.032000;-44.938000
1509.786499;-44.944000;-48.008000;-45.006000
1509.794189;-44.952000;-48.024000;-45.016000
1509.802002;-44.982000;-48.038000;-45.012000
1509.809692;-45.068000;-48.010000;-44.992000
1509.817383;-45.130000;-47.994000;-44.970000
1509.825195;-45.168000;-47.982000;-44.910000
1509.832886;-45.148000;-47.962000;-44.882000
1509.840576;-45.076000;-47.966000;-44.938000
1509.848267;-45.072000;-47.994000;-44.960000
1509.855835;-45.088000;-48.030000;-44.966000
1509.863403;-45.084000;-48.060000;-44.960000
1509.871094;-45.118000;-48.098000;-44.976000
1509.878662;-45.174000;-48.130000;-44.906000
1509.886230;-45.120000;-48.142000;-44.896000
1509.893799;-45.132000;-48.152000;-44.854000
1509.901367;-45.134000;-48.188000;-44.856000
1509.909058;-45.124000;-48.212000;-44.852000
1509.916626;-45.146000;-48.182000;-44.814000
1509.924194;-45.138000;-48.174000;-44.784000
1509.931763;-45.060000;-48.168000;-44.770000
1509.939453;-45.020000;-48.150000;-44.732000
1509.947021;-44.916000;-48.098000;-44.704000
1509.954590;-44.840000;-48.140000;-44.684000
1509.962158;-44.834000;-48.152000;-44.664000
1509.969849;-44.820000;-48.182000;-44.656000
1509.977417;-44.818000;-48.194000;-44.636000
1509.984985;-44.884000;-48.224000;-44.620000
1509.992554;-44.868000;-48.270000;-44.604000
1510.000122;-44.826000;-48.296000;-44.608000
1510.007813;-44.860000;-48.280000;-44.590000
1510.015381;-44.870000;-48.256000;-44.572000
1510.022949;-44.910000;-48.228000;-44.560000
1510.030518;-44.990000;-48.130000;-44.552000
1510.038208;-45.124000;-48.024000;-44.510000
1510.045776;-45.156000;-47.996000;-44.492000
1510.053345;-45.202000;-47.948000;-44.482000
1510.060913;-45.188000;-47.900000;-44.480000
1510.068481;-45.170000;-47.914000;-44.498000
1510.076172;-45.096000;-47.940000;-44.532000
1510.083740;-45.020000;-47.934000;-44.550000
1510.091309;-44.942000;-47.990000;-44.596000
1510.098877;-44.904000;-48.050000;-44.620000
1510.106567;-44.840000;-48.090000;-44.674000
1510.114136;-44.832000;-48.146000;-44.698000
1510.121704;-44.816000;-48.214000;-44.740000
1510.129272;-44.820000;-48.234000;-44.754000
1510.136963;-44.846000;-48.222000;-44.762000
1510.144531;-44.882000;-48.224000;-44.744000
1510.152100;-44.902000;-48.182000;-44.740000
1510.159668;-44.922000;-48.128000;-44.730000
1510.167236;-44.938000;-48.094000;-44.700000
1510.174927;-44.962000;-48.128000;-44.686000
1510.182495;-44.986000;-48.090000;-44.660000
1510.190063;-44.988000;-48.092000;-44.606000
1510.197632;-44.984000;-48.090000;-44.578000
1510.205322;-44.968000;-48.052000;-44.534000
1510.212891;-44.894000;-48.038000;-44.464000
1510.220459;-44.844000;-48.024000;-44.408000
1510.228149;-44.786000;-48.024000;-44.384000
1510.235840;-44.738000;-48.006000;-44.308000
1510.243530;-44.678000;-48.002000;-44.308000
1510.251343;-44.662000;-48.002000;-44.332000
1510.259033;-44.634000;-48.024000;-44.380000
1510.266724;-44.650000;-48.060000;-44.440000
1510.274414;-44.680000;-48.144000;-44.572000
1510.282104;-44.742000;-48.230000;-44.684000
1510.289795;-44.868000;-48.324000;-44.766000
1510.297485;-44.904000;-48.394000;-44.826000
1510.305176;-44.932000;-48.466000;-44.886000
1510.312988;-44.922000;-48.522000;-44.924000
1510.320679;-44.886000;-48.522000;-44.966000
1510.328369;-44.796000;-48.486000;-45.006000
1510.336060;-44.842000;-48.428000;-45.088000
1510.343750;-44.890000;-48.338000;-45.082000
1510.351440;-44.910000;-48.234000;-45.088000
1510.359131;-44.950000;-48.158000;-45.060000
1510.366943;-44.954000;-48.066000;-45.006000
1510.374634;-44.928000;-48.008000;-44.952000
1510.382324;-44.866000;-47.976000;-44.924000
1510.390015;-44.872000;-47.948000;-44.870000
1510.397705;-44.862000;-47.922000;-44.810000
1510.405396;-44.902000;-47.932000;-44.770000
1510.413086;-44.944000;-47.952000;-44.732000
1510.420898;-45.002000;-47.966000;-44.742000
1510.428589;-45.020000;-47.966000;-44.756000
1510.436279;-45.080000;-48.010000;-44.772000
1510.443970;-45.064000;-48.040000;-44.790000
1510.451660;-44.974000;-48.060000;-44.814000
1510.459351;-44.970000;-48.078000;-44.782000
1510.467041;-44.970000;-48.140000;-44.742000
1510.474731;-44.956000;-48.130000;-44.702000
1510.482544;-44.930000;-48.076000;-44.656000
1510.490234;-44.968000;-48.052000;-44.614000
1510.497925;-44.932000;-48.044000;-44.618000
1510.505615;-44.898000;-48.040000;-44.632000
1510.513306;-44.858000;-48.038000;-44.646000
1510.520996;-44.864000;-48.024000;-44.660000
1510.528687;-44.846000;-48.022000;-44.674000
1510.536499;-44.830000;-48.048000;-44.656000
1510.544189;-44.838000;-48.092000;-44.618000
1510.551880;-44.842000;-48.172000;-44.576000
1510.559570;-44.812000;-48.240000;-44.524000
1510.567261;-44.788000;-48.304000;-44.506000
1510.574951;-44.758000;-48.336000;-44.484000
1510.582642;-44.718000;-48.326000;-44.480000
1510.590332;-44.704000;-48.282000;-44.476000
1510.598145;-44.728000;-48.230000;-44.482000
1510.605713;-44.778000;-48.182000;-44.462000
1510.613403;-44.852000;-48.102000;-44.464000
1510.620972;-44.892000;-48.060000;-44.482000
1510.628540;-44.922000;-48.044000;-44.480000
1510.636108;-44.922000;-48.072000;-44.468000
1510.643677;-44.886000;-48.098000;-44.420000
1510.651367;-44.858000;-48.144000;-44.360000
1510.658936;-44.870000;-48.178000;-44.284000
1510.666504;-44.904000;-48.212000;-44.254000
1510.674072;-44.892000;-48.228000;-44.230000
1510.681641;-44.922000;-48.264000;-44.244000
1510.689331;-44.940000;-48.300000;-44.270000
1510.696899;-44.972000;-48.338000;-44.318000
1510.704468;-44.968000;-48.350000;-44.368000
1510.712036;-45.018000;-48.338000;-44.424000
1510.719604;-45.020000;-48.326000;-44.452000
1510.727295;-44.962000;-48.272000;-44.484000
1510.734863;-44.912000;-48.230000;-44.502000
1510.742432;-44.840000;-48.200000;-44.510000
1510.750000;-44.768000;-48.200000;-44.466000
1510.757568;-44.718000;-48.210000;-44.504000
1510.765259;-44.742000;-48.214000;-44.508000
1510.772827;-44.720000;-48.230000;-44.496000
1510.780396;-44.752000;-48.244000;-44.442000
1510.787964;-44.798000;-48.238000;-44.440000
1510.795532;-44.820000;-48.202000;-44.360000
1510.803101;-44.878000;-48.234000;-44.294000
1510.810791;-44.900000;-48.230000;-44.246000
1510.818359;-44.890000;-48.228000;-44.210000
1510.825928;-44.872000;-48.256000;-44.184000
1510.833496;-44.868000;-48.272000;-44.188000
1510.841064;-44.806000;-48.270000;-44.200000
1510.848755;-44.796000;-48.292000;-44.218000
1510.856323;-44.830000;-48.310000;-44.240000
1510.863892;-44.828000;-48.314000;-44.266000
1510.871460;-44.798000;-48.326000;-44.290000
1510.879028;-44.776000;-48.352000;-44.326000
1510.886719;-44.742000;-48.326000;-44.352000
1510.894287;-44.688000;-48.284000;-44.396000
1510.901855;-44.670000;-48.214000;-44.428000
1510.909424;-44.668000;-48.144000;-44.474000
1510.916992;-44.664000;-48.046000;-44.488000
1510.924683;-44.696000;-48.008000;-44.464000
1510.932251;-44.716000;-48.024000;-44.440000
1510.939819;-44.702000;-48.036000;-44.368000
1510.947388;-44.684000;-48.022000;-44.298000
1510.954956;-44.658000;-48.012000;-44.256000
1510.962646;-44.604000;-48.026000;-44.254000
1510.970215;-44.476000;-47.996000;-44.286000
1510.977783;-44.478000;-48.036000;-44.336000
1510.985474;-44.476000;-48.094000;-44.356000
1510.993164;-44.482000;-48.102000;-44.350000
1511.000854;-44.506000;-48.100000;-44.326000
1511.008545;-44.596000;-48.090000;-44.248000
1511.016235;-44.560000;-48.038000;-44.164000
1511.023926;-44.576000;-47.980000;-44.058000
1511.031616;-44.606000;-47.982000;-43.956000
1511.039429;-44.628000;-48.006000;-43.922000
1511.047119;-44.644000;-48.058000;-43.922000
1511.054810;-44.668000;-48.088000;-43.996000
1511.062500;-44.654000;-48.144000;-44.146000
1511.070190;-44.588000;-48.170000;-44.270000
1511.077881;-44.552000;-48.160000;-44.366000
1511.085571;-44.532000;-48.144000;-44.418000
1511.093262;-44.536000;-48.132000;-44.438000
1511.101074;-44.550000;-48.156000;-44.434000
1511.108765;-44.604000;-48.094000;-44.436000
1511.116455;-44.644000;-48.034000;-44.420000
1511.124146;-44.658000;-47.974000;-44.452000
1511.131836;-44.676000;-47.936000;-44.496000
1511.139526;-44.688000;-47.886000;-44.524000
1511.147217;-44.700000;-47.898000;-44.530000
1511.155029;-44.712000;-47.938000;-44.526000
1511.162720;-44.722000;-47.962000;-44.492000
1511.170410;-44.716000;-48.010000;-44.428000
1511.178101;-44.732000;-48.050000;-44.384000
1511.185791;-44.734000;-48.130000;-44.382000
1511.193481;-44.684000;-48.174000;-44.382000
1511.201172;-44.648000;-48.242000;-44.350000
1511.208862;-44.632000;-48.270000;-44.310000
1511.216675;-44.624000;-48.280000;-44.254000
1511.224365;-44.626000;-48.270000;-44.172000
1511.232056;-44.698000;-48.252000;-44.116000
1511.239746;-44.762000;-48.242000;-44.122000
1511.247437;-44.782000;-48.226000;-44.174000
1511.255127;-44.752000;-48.226000;-44.272000
1511.262817;-44.708000;-48.186000;-44.360000
1511.270630;-44.648000;-48.128000;-44.410000
1511.278320;-44.604000;-48.034000;-44.418000
1511.286011;-44.564000;-47.932000;-44.410000
1511.293701;-44.538000;-47.856000;-44.352000
1511.301392;-44.530000;-47.822000;-44.296000
1511.309082;-44.522000;-47.830000;-44.308000
1511.316772;-44.504000;-47.838000;-44.300000
1511.324585;-44.482000;-47.890000;-44.290000
1511.332275;-44.488000;-47.926000;-44.318000
1511.339966;-44.488000;-47.932000;-44.352000
1511.347656;-44.526000;-47.962000;-44.350000
1511.355347;-44.560000;-47.968000;-44.392000
1511.363037;-44.626000;-47.980000;-44.424000
1511.370728;-44.732000;-47.978000;-44.436000
1511.378418;-44.788000;-47.982000;-44.488000
1511.385986;-44.766000;-47.982000;-44.532000
1511.393677;-44.790000;-48.030000;-44.568000
1511.401367;-44.824000;-48.090000;-44.578000
1511.408936;-44.804000;-48.188000;-44.606000
1511.416626;-44.844000;-48.278000;-44.580000
1511.424194;-44.904000;-48.338000;-44.560000
1511.431885;-44.856000;-48.368000;-44.526000
1511.439575;-44.778000;-48.374000;-44.530000
1511.447144;-44.698000;-48.372000;-44.536000
1511.454834;-44.626000;-48.326000;-44.538000
1511.462524;-44.536000;-48.270000;-44.506000
1511.470093;-44.540000;-48.230000;-44.496000
1511.477783;-44.540000;-48.184000;-44.466000
1511.485474;-44.524000;-48.088000;-44.436000
1511.493042;-44.518000;-48.052000;-44.412000
1511.500732;-44.564000;-48.046000;-44.446000
1511.508423;-44.582000;-48.022000;-44.422000
1511.515991;-44.620000;-48.052000;-44.436000
1511.523682;-44.674000;-48.086000;-44.426000
1511.531372;-44.690000;-48.154000;-44.452000
1511.538940;-44.670000;-48.144000;-44.410000
1511.546631;-44.652000;-48.150000;-44.434000
1511.554321;-44.634000;-48.078000;-44.426000
1511.561890;-44.622000;-48.064000;-44.412000
1511.569580;-44.580000;-48.030000;-44.382000
1511.577271;-44.532000;-48.038000;-44.410000
1511.584839;-44.486000;-48.048000;-44.404000
1511.592529;-44.432000;-48.040000;-44.452000
1511.600098;-44.394000;-48.022000;-44.518000
1511.607788;-44.418000;-47.988000;-44.596000
1511.615479;-44.466000;-47.936000;-44.646000
1511.623047;-44.516000;-47.890000;-44.686000
1511.630737;-44.558000;-47.870000;-44.674000
1511.638428;-44.578000;-47.886000;-44.660000
1511.645996;-44.596000;-47.904000;-44.636000
1511.653687;-44.626000;-47.922000;-44.618000
1511.661377;-44.642000;-47.948000;-44.590000
1511.668945;-44.668000;-47.982000;-44.568000
1511.676636;-44.704000;-47.988000;-44.532000
1511.684326;-44.700000;-48.018000;-44.466000
1511.691895;-44.714000;-48.078000;-44.410000
1511.699585;-44.716000;-48.128000;-44.374000
1511.707275;-44.700000;-48.128000;-44.336000
1511.714844;-44.662000;-48.152000;-44.296000
1511.722534;-44.662000;-48.172000;-44.294000
1511.730225;-44.622000;-48.158000;-44.280000
1511.737793;-44.624000;-48.144000;-44.254000
1511.745483;-44.644000;-48.130000;-44.282000
1511.753174;-44.680000;-48.130000;-44.286000
1511.760864;-44.652000;-48.052000;-44.310000
1511.768555;-44.636000;-48.030000;-44.382000
1511.776245;-44.618000;-48.032000;-44.464000
1511.783936;-44.594000;-48.062000;-44.494000
1511.791626;-44.568000;-48.074000;-44.546000
1511.799438;-44.594000;-48.130000;-44.550000
1511.807129;-44.628000;-48.166000;-44.508000
1511.814819;-44.634000;-48.168000;-44.452000
1511.822510;-44.616000;-48.170000;-44.434000
1511.830200;-44.610000;-48.130000;-44.432000
1511.837891;-44.600000;-48.092000;-44.428000
1511.845581;-44.578000;-48.072000;-44.438000
1511.853271;-44.596000;-48.052000;-44.432000
1511.860962;-44.642000;-48.040000;-44.400000
1511.868652;-44.684000;-48.058000;-44.368000
1511.876465;-44.732000;-48.064000;-44.336000
1511.884155;-44.792000;-48.074000;-44.302000
1511.891846;-44.784000;-48.136000;-44.326000
1511.899536;-44.790000;-48.152000;-44.336000
1511.907227;-44.804000;-48.200000;-44.352000
1511.914917;-44.794000;-48.236000;-44.356000
1511.922607;-44.796000;-48.256000;-44.406000
1511.930298;-44.802000;-48.270000;-44.404000
1511.937988;-44.824000;-48.298000;-44.394000
1511.945679;-44.814000;-48.282000;-44.382000
1511.953369;-44.808000;-48.270000;-44.360000
1511.961182;-44.760000;-48.268000;-44.286000
1511.968872;-44.746000;-48.242000;-44.230000
1511.976563;-44.734000;-48.212000;-44.216000
1511.984253;-44.748000;-48.178000;-44.212000
1511.991943;-44.752000;-48.160000;-44.226000
1511.999634;-44.814000;-48.142000;-44.216000
1512.007324;-44.858000;-48.170000;-44.254000
1512.015015;-44.892000;-48.210000;-44.274000
1512.022705;-44.902000;-48.250000;-44.290000
1512.030396;-44.932000;-48.272000;-44.326000
1512.038208;-44.886000;-48.326000;-44.422000
1512.045898;-44.830000;-48.318000;-44.468000
1512.053589;-44.800000;-48.296000;-44.522000
1512.061279;-44.802000;-48.276000;-44.524000
1512.068970;-44.766000;-48.258000;-44.504000
1512.076660;-44.762000;-48.198000;-44.466000
1512.084351;-44.818000;-48.198000;-44.470000
1512.092041;-44.802000;-48.194000;-44.492000
1512.099731;-44.768000;-48.216000;-44.560000
1512.107422;-44.784000;-48.212000;-44.622000
1512.115112;-44.818000;-48.216000;-44.716000
1512.122925;-44.838000;-48.172000;-44.798000
1512.130493;-44.864000;-48.090000;-44.824000
1512.138184;-44.870000;-48.024000;-44.816000
1512.145874;-44.860000;-47.996000;-44.818000
