Wavelength; ‡Ì‡Î ¿—¬Œƒ 0; ‡Ì‡Î ¿—¬Œƒ 1; ‡Ì‡Î ¿—¬Œƒ 2
1551.058716;-46.412000;-49.540000;-47.846000
1551.066162;-46.528000;-49.566000;-47.798000
1551.073608;-46.514000;-49.570000;-47.804000
1551.081055;-46.466000;-49.578000;-47.842000
1551.088501;-46.470000;-49.542000;-47.868000
1551.095947;-46.500000;-49.504000;-47.914000
1551.103271;-46.494000;-49.432000;-47.948000
1551.110718;-46.516000;-49.390000;-47.956000
1551.118164;-46.554000;-49.354000;-47.950000
1551.125610;-46.508000;-49.386000;-47.934000
1551.133057;-46.468000;-49.430000;-47.910000
1551.140503;-46.406000;-49.494000;-47.894000
1551.147827;-46.326000;-49.528000;-47.870000
1551.155273;-46.260000;-49.550000;-47.842000
1551.162720;-46.230000;-49.524000;-47.800000
1551.170166;-46.210000;-49.510000;-47.758000
1551.177612;-46.258000;-49.470000;-47.680000
1551.185059;-46.320000;-49.444000;-47.632000
1551.192383;-46.328000;-49.428000;-47.552000
1551.199829;-46.336000;-49.406000;-47.508000
1551.207275;-46.310000;-49.376000;-47.442000
1551.214722;-46.268000;-49.376000;-47.402000
1551.222168;-46.244000;-49.356000;-47.372000
1551.229614;-46.232000;-49.336000;-47.394000
1551.237061;-46.202000;-49.320000;-47.418000
1551.244385;-46.190000;-49.330000;-47.452000
1551.251831;-46.176000;-49.336000;-47.506000
1551.259277;-46.186000;-49.354000;-47.552000
1551.266602;-46.210000;-49.370000;-47.592000
1551.274048;-46.286000;-49.350000;-47.604000
1551.281372;-46.334000;-49.282000;-47.638000
1551.288818;-46.398000;-49.252000;-47.676000
1551.296143;-46.398000;-49.210000;-47.692000
1551.303589;-46.426000;-49.192000;-47.690000
1551.311035;-46.428000;-49.224000;-47.702000
1551.318359;-46.426000;-49.266000;-47.704000
1551.325806;-46.426000;-49.240000;-47.712000
1551.333130;-46.418000;-49.246000;-47.758000
1551.340576;-46.392000;-49.206000;-47.824000
1551.347900;-46.368000;-49.116000;-47.904000
1551.355347;-46.348000;-49.104000;-47.984000
1551.362671;-46.282000;-49.112000;-48.048000
1551.370117;-46.284000;-49.100000;-48.098000
1551.377441;-46.304000;-49.122000;-48.140000
1551.384888;-46.318000;-49.166000;-48.136000
1551.392212;-46.350000;-49.156000;-48.080000
1551.399658;-46.410000;-49.154000;-48.040000
1551.406982;-46.402000;-49.116000;-47.954000
1551.414429;-46.374000;-49.104000;-47.900000
1551.421753;-46.350000;-49.086000;-47.876000
1551.429199;-46.324000;-49.076000;-47.888000
1551.436523;-46.318000;-49.088000;-47.922000
1551.443970;-46.338000;-49.104000;-47.996000
1551.451416;-46.352000;-49.162000;-48.054000
1551.458740;-46.340000;-49.182000;-48.090000
1551.466187;-46.298000;-49.210000;-48.130000
1551.473511;-46.264000;-49.252000;-48.160000
1551.480957;-46.256000;-49.290000;-48.162000
1551.488281;-46.266000;-49.292000;-48.170000
1551.495728;-46.276000;-49.336000;-48.186000
1551.503052;-46.318000;-49.348000;-48.196000
1551.510498;-46.310000;-49.308000;-48.172000
1551.517822;-46.290000;-49.274000;-48.098000
1551.525269;-46.250000;-49.238000;-48.068000
1551.532593;-46.244000;-49.222000;-48.036000
1551.540039;-46.232000;-49.238000;-47.986000
1551.547363;-46.240000;-49.290000;-47.940000
1551.554810;-46.224000;-49.318000;-47.966000
1551.562134;-46.230000;-49.334000;-47.970000
1551.569580;-46.242000;-49.300000;-47.964000
1551.576904;-46.226000;-49.246000;-47.986000
1551.584351;-46.262000;-49.196000;-47.996000
1551.591797;-46.314000;-49.210000;-47.976000
1551.599121;-46.344000;-49.224000;-47.950000
1551.606567;-46.336000;-49.238000;-47.940000
1551.613892;-46.360000;-49.218000;-47.908000
1551.621338;-46.348000;-49.176000;-47.914000
1551.628662;-46.306000;-49.108000;-47.900000
1551.636108;-46.308000;-49.068000;-47.898000
1551.643433;-46.344000;-49.034000;-47.916000
1551.650879;-46.370000;-49.032000;-47.962000
1551.658203;-46.376000;-49.042000;-47.926000
1551.665649;-46.396000;-49.004000;-47.928000
1551.673096;-46.384000;-48.958000;-47.908000
1551.680420;-46.346000;-48.906000;-47.870000
1551.687866;-46.314000;-48.848000;-47.802000
1551.695190;-46.298000;-48.818000;-47.800000
1551.702637;-46.294000;-48.838000;-47.800000
1551.710083;-46.304000;-48.920000;-47.840000
1551.717407;-46.316000;-49.018000;-47.832000
1551.724854;-46.328000;-49.116000;-47.828000
1551.732300;-46.330000;-49.206000;-47.806000
1551.739624;-46.330000;-49.224000;-47.772000
1551.747070;-46.346000;-49.180000;-47.708000
1551.754517;-46.350000;-49.108000;-47.676000
1551.761841;-46.330000;-49.058000;-47.694000
1551.769287;-46.330000;-49.020000;-47.722000
1551.776611;-46.318000;-48.974000;-47.744000
1551.784058;-46.300000;-48.952000;-47.758000
1551.791504;-46.308000;-48.962000;-47.760000
1551.798828;-46.300000;-48.976000;-47.746000
1551.806274;-46.270000;-48.980000;-47.734000
1551.813721;-46.278000;-49.034000;-47.758000
1551.821045;-46.284000;-49.084000;-47.790000
1551.828491;-46.274000;-49.162000;-47.856000
1551.835815;-46.302000;-49.218000;-47.888000
1551.843262;-46.374000;-49.276000;-47.908000
1551.850708;-46.418000;-49.316000;-47.876000
1551.858032;-46.394000;-49.356000;-47.848000
1551.865479;-46.396000;-49.376000;-47.806000
1551.872925;-46.388000;-49.404000;-47.744000
1551.880249;-46.356000;-49.412000;-47.692000
1551.887695;-46.280000;-49.404000;-47.662000
1551.895142;-46.276000;-49.396000;-47.634000
1551.902466;-46.264000;-49.388000;-47.612000
1551.909912;-46.258000;-49.382000;-47.592000
1551.917236;-46.234000;-49.386000;-47.606000
1551.924683;-46.260000;-49.404000;-47.624000
1551.932129;-46.260000;-49.438000;-47.672000
1551.939453;-46.240000;-49.430000;-47.704000
1551.946899;-46.226000;-49.402000;-47.770000
1551.954346;-46.216000;-49.336000;-47.802000
1551.961670;-46.188000;-49.246000;-47.856000
1551.969116;-46.186000;-49.160000;-47.856000
1551.976440;-46.156000;-49.098000;-47.884000
1551.983887;-46.134000;-49.058000;-47.900000
1551.991333;-46.138000;-49.076000;-47.928000
1551.998657;-46.166000;-49.162000;-47.918000
1552.006104;-46.186000;-49.216000;-47.910000
1552.013550;-46.220000;-49.204000;-47.890000
1552.020874;-46.258000;-49.210000;-47.860000
1552.028320;-46.262000;-49.212000;-47.814000
1552.035767;-46.278000;-49.198000;-47.792000
1552.043091;-46.256000;-49.174000;-47.814000
1552.050537;-46.232000;-49.196000;-47.810000
1552.057861;-46.188000;-49.206000;-47.844000
1552.065308;-46.160000;-49.210000;-47.884000
1552.072754;-46.124000;-49.212000;-47.896000
1552.080200;-46.142000;-49.240000;-47.866000
1552.087646;-46.190000;-49.252000;-47.856000
1552.095093;-46.204000;-49.308000;-47.842000
1552.102539;-46.238000;-49.358000;-47.786000
1552.109863;-46.250000;-49.400000;-47.726000
1552.117310;-46.228000;-49.440000;-47.680000
1552.124756;-46.236000;-49.486000;-47.630000
1552.132202;-46.280000;-49.454000;-47.552000
1552.139648;-46.304000;-49.428000;-47.506000
1552.147095;-46.344000;-49.356000;-47.472000
1552.154419;-46.340000;-49.258000;-47.482000
1552.161865;-46.320000;-49.126000;-47.452000
1552.169312;-46.350000;-49.044000;-47.438000
1552.176758;-46.318000;-48.986000;-47.404000
1552.184204;-46.286000;-48.976000;-47.382000
1552.191650;-46.292000;-48.988000;-47.306000
1552.198975;-46.242000;-48.994000;-47.286000
1552.206421;-46.202000;-48.984000;-47.254000
1552.213867;-46.176000;-48.976000;-47.306000
1552.221313;-46.154000;-48.948000;-47.366000
1552.228760;-46.088000;-48.984000;-47.454000
1552.236206;-46.086000;-49.042000;-47.514000
1552.243530;-46.034000;-49.116000;-47.560000
1552.250977;-46.020000;-49.168000;-47.554000
1552.258423;-46.010000;-49.222000;-47.536000
1552.265869;-46.054000;-49.192000;-47.526000
1552.273315;-46.116000;-49.184000;-47.546000
1552.280762;-46.130000;-49.196000;-47.580000
1552.288208;-46.190000;-49.218000;-47.638000
1552.295532;-46.188000;-49.222000;-47.704000
1552.302979;-46.238000;-49.276000;-47.720000
1552.310425;-46.250000;-49.266000;-47.728000
1552.317871;-46.242000;-49.246000;-47.718000
1552.325317;-46.200000;-49.232000;-47.680000
1552.332764;-46.230000;-49.196000;-47.660000
1552.340088;-46.190000;-49.116000;-47.634000
1552.347534;-46.162000;-49.102000;-47.612000
1552.354980;-46.166000;-49.080000;-47.604000
1552.362427;-46.164000;-49.072000;-47.616000
1552.369873;-46.152000;-49.076000;-47.630000
1552.377319;-46.154000;-49.046000;-47.658000
1552.384644;-46.130000;-48.994000;-47.694000
1552.392090;-46.046000;-48.990000;-47.760000
1552.399536;-46.012000;-48.986000;-47.778000
1552.406982;-45.942000;-49.022000;-47.810000
1552.414429;-45.830000;-49.116000;-47.854000
1552.421875;-45.786000;-49.260000;-47.844000
1552.429199;-45.780000;-49.338000;-47.840000
1552.436646;-45.816000;-49.404000;-47.844000
1552.444092;-45.858000;-49.442000;-47.830000
1552.451538;-45.984000;-49.454000;-47.814000
1552.458984;-46.114000;-49.466000;-47.824000
1552.466309;-46.194000;-49.440000;-47.796000
1552.473755;-46.274000;-49.368000;-47.772000
1552.481079;-46.338000;-49.288000;-47.734000
1552.488403;-46.368000;-49.212000;-47.694000
1552.495850;-46.364000;-49.154000;-47.686000
1552.503174;-46.332000;-49.102000;-47.690000
1552.510620;-46.242000;-49.114000;-47.712000
1552.517944;-46.196000;-49.112000;-47.740000
1552.525269;-46.150000;-49.088000;-47.750000
1552.532715;-46.120000;-49.048000;-47.740000
1552.540039;-46.092000;-49.050000;-47.706000
1552.547363;-46.006000;-49.032000;-47.728000
1552.554810;-46.016000;-49.048000;-47.692000
1552.562134;-46.050000;-49.076000;-47.706000
1552.569580;-46.086000;-49.062000;-47.732000
1552.576904;-46.140000;-49.040000;-47.784000
1552.584229;-46.236000;-49.040000;-47.758000
1552.591675;-46.210000;-49.036000;-47.756000
1552.598999;-46.194000;-49.022000;-47.690000
1552.606445;-46.158000;-49.034000;-47.646000
1552.613770;-46.114000;-49.040000;-47.602000
1552.621094;-46.044000;-49.054000;-47.562000
1552.628540;-46.024000;-49.028000;-47.528000
1552.635864;-45.974000;-49.026000;-47.514000
1552.643311;-45.982000;-49.016000;-47.492000
1552.650635;-45.970000;-49.004000;-47.482000
1552.657959;-45.988000;-48.988000;-47.500000
1552.665405;-45.970000;-49.002000;-47.522000
1552.672729;-45.970000;-49.002000;-47.580000
1552.680054;-45.950000;-48.994000;-47.620000
1552.687500;-45.948000;-48.986000;-47.620000
1552.694824;-45.978000;-48.978000;-47.612000
1552.702271;-46.086000;-48.992000;-47.648000
1552.709595;-46.140000;-49.034000;-47.660000
1552.716919;-46.172000;-49.064000;-47.706000
1552.724365;-46.186000;-49.090000;-47.760000
1552.731689;-46.174000;-49.116000;-47.788000
1552.739136;-46.122000;-49.110000;-47.792000
1552.746460;-46.084000;-49.072000;-47.782000
1552.753784;-46.040000;-49.048000;-47.726000
1552.761230;-46.036000;-49.050000;-47.660000
1552.768555;-46.000000;-49.028000;-47.622000
1552.775879;-46.000000;-49.020000;-47.550000
1552.783325;-46.008000;-48.978000;-47.528000
1552.790649;-46.086000;-48.934000;-47.520000
1552.798096;-46.114000;-48.900000;-47.550000
1552.805420;-46.178000;-48.826000;-47.550000
1552.812744;-46.226000;-48.756000;-47.550000
1552.820190;-46.258000;-48.756000;-47.514000
1552.827515;-46.240000;-48.770000;-47.546000
1552.834961;-46.208000;-48.750000;-47.522000
1552.842285;-46.144000;-48.808000;-47.532000
1552.849609;-46.092000;-48.862000;-47.584000
1552.857056;-45.996000;-48.874000;-47.624000
1552.864380;-45.954000;-48.862000;-47.616000
1552.871826;-45.984000;-48.868000;-47.632000
1552.879150;-46.000000;-48.880000;-47.634000
1552.886597;-46.024000;-48.858000;-47.612000
1552.893921;-46.038000;-48.846000;-47.622000
1552.901367;-46.032000;-48.798000;-47.634000
1552.908691;-46.004000;-48.744000;-47.644000
1552.916138;-46.010000;-48.688000;-47.634000
1552.923462;-45.998000;-48.660000;-47.622000
1552.930908;-46.028000;-48.686000;-47.602000
1552.938232;-46.006000;-48.768000;-47.636000
1552.945679;-46.008000;-48.836000;-47.634000
1552.953003;-46.004000;-48.876000;-47.662000
1552.960449;-46.012000;-48.936000;-47.694000
1552.967773;-45.986000;-48.974000;-47.712000
1552.975220;-45.994000;-49.018000;-47.616000
1552.982544;-45.946000;-49.056000;-47.578000
1552.989990;-45.872000;-49.082000;-47.538000
1552.997314;-45.842000;-49.054000;-47.504000
1553.004761;-45.856000;-49.012000;-47.468000
1553.012085;-45.862000;-48.990000;-47.468000
1553.019531;-45.896000;-48.980000;-47.442000
1553.026855;-45.968000;-48.998000;-47.416000
1553.034302;-45.994000;-49.056000;-47.418000
1553.041626;-46.024000;-49.094000;-47.450000
1553.049072;-46.088000;-49.088000;-47.504000
1553.056396;-46.100000;-49.114000;-47.552000
1553.063843;-46.108000;-49.110000;-47.610000
1553.071167;-46.114000;-49.100000;-47.648000
1553.078613;-46.084000;-49.100000;-47.640000
1553.085938;-46.112000;-49.100000;-47.620000
1553.093384;-46.166000;-49.110000;-47.606000
1553.100708;-46.170000;-49.176000;-47.576000
1553.108154;-46.188000;-49.230000;-47.538000
1553.115479;-46.206000;-49.244000;-47.534000
1553.122925;-46.192000;-49.278000;-47.520000
1553.130371;-46.180000;-49.222000;-47.520000
1553.137695;-46.172000;-49.168000;-47.524000
1553.145142;-46.118000;-49.084000;-47.538000
1553.152466;-46.098000;-49.080000;-47.550000
1553.159912;-46.090000;-49.050000;-47.574000
1553.167236;-46.054000;-49.048000;-47.538000
1553.174683;-46.080000;-49.062000;-47.500000
1553.182007;-46.110000;-49.068000;-47.468000
1553.189453;-46.120000;-49.080000;-47.426000
1553.196777;-46.046000;-49.086000;-47.390000
1553.204224;-46.028000;-49.100000;-47.412000
1553.211548;-46.008000;-49.076000;-47.422000
1553.218994;-45.982000;-49.032000;-47.430000
1553.226318;-45.944000;-48.958000;-47.458000
1553.233765;-45.946000;-48.922000;-47.492000
1553.241089;-45.948000;-48.906000;-47.520000
1553.248535;-45.972000;-48.882000;-47.568000
1553.255859;-46.014000;-48.878000;-47.608000
1553.263306;-46.054000;-48.894000;-47.626000
1553.270630;-46.052000;-48.862000;-47.620000
1553.278076;-46.028000;-48.796000;-47.634000
1553.285400;-46.036000;-48.762000;-47.604000
1553.292725;-46.036000;-48.740000;-47.562000
1553.300171;-46.028000;-48.686000;-47.524000
1553.307495;-46.036000;-48.678000;-47.510000
1553.314941;-46.020000;-48.700000;-47.452000
1553.322266;-45.912000;-48.706000;-47.440000
1553.329712;-45.884000;-48.720000;-47.370000
1553.337036;-45.852000;-48.762000;-47.342000
1553.344360;-45.818000;-48.818000;-47.314000
1553.351807;-45.794000;-48.918000;-47.312000
1553.359131;-45.832000;-49.000000;-47.328000
1553.366577;-45.782000;-49.060000;-47.402000
1553.373901;-45.812000;-49.174000;-47.434000
1553.381348;-45.858000;-49.212000;-47.496000
1553.388672;-45.946000;-49.202000;-47.564000
1553.395996;-46.026000;-49.220000;-47.640000
1553.403442;-46.122000;-49.226000;-47.680000
1553.410767;-46.154000;-49.176000;-47.718000
1553.418213;-46.208000;-49.124000;-47.702000
1553.425537;-46.212000;-49.110000;-47.654000
1553.432983;-46.218000;-49.114000;-47.580000
1553.440308;-46.212000;-49.116000;-47.540000
1553.447632;-46.182000;-49.174000;-47.526000
1553.455078;-46.154000;-49.212000;-47.526000
1553.462402;-46.160000;-49.250000;-47.542000
1553.469849;-46.168000;-49.254000;-47.566000
1553.477173;-46.182000;-49.278000;-47.580000
1553.484619;-46.216000;-49.296000;-47.564000
1553.491943;-46.242000;-49.306000;-47.556000
1553.499268;-46.260000;-49.324000;-47.548000
1553.506714;-46.246000;-49.332000;-47.526000
1553.514038;-46.226000;-49.296000;-47.524000
1553.521484;-46.182000;-49.226000;-47.546000
1553.528809;-46.150000;-49.126000;-47.556000
1553.536255;-46.042000;-49.030000;-47.566000
1553.543579;-46.028000;-48.920000;-47.578000
1553.550903;-46.046000;-48.826000;-47.582000
1553.558350;-46.034000;-48.772000;-47.616000
1553.565674;-46.024000;-48.742000;-47.588000
1553.573120;-46.038000;-48.768000;-47.550000
1553.580444;-45.984000;-48.852000;-47.520000
1553.587891;-45.936000;-48.956000;-47.520000
1553.595215;-45.930000;-49.036000;-47.480000
1553.602661;-45.896000;-49.094000;-47.498000
1553.609985;-45.942000;-49.110000;-47.522000
1553.617310;-45.944000;-49.094000;-47.538000
1553.624756;-45.942000;-49.068000;-47.556000
1553.632080;-45.964000;-49.016000;-47.588000
1553.639526;-45.980000;-48.942000;-47.610000
1553.646851;-45.950000;-48.844000;-47.650000
1553.654297;-45.966000;-48.768000;-47.668000
1553.661621;-45.940000;-48.716000;-47.632000
1553.668945;-45.958000;-48.714000;-47.546000
1553.676392;-45.974000;-48.748000;-47.504000
1553.683716;-45.976000;-48.804000;-47.466000
1553.691162;-45.964000;-48.852000;-47.436000
1553.698486;-45.986000;-48.916000;-47.428000
1553.705933;-45.960000;-48.966000;-47.468000
1553.713379;-45.904000;-49.006000;-47.482000
1553.720703;-45.866000;-49.070000;-47.534000
1553.728149;-45.866000;-49.088000;-47.542000
1553.735474;-45.864000;-49.088000;-47.578000
1553.742920;-45.826000;-49.096000;-47.610000
1553.750244;-45.838000;-49.124000;-47.624000
1553.757690;-45.854000;-49.096000;-47.590000
1553.765015;-45.926000;-49.154000;-47.588000
1553.772461;-45.948000;-49.174000;-47.556000
1553.779785;-46.010000;-49.126000;-47.520000
1553.787231;-46.080000;-49.118000;-47.466000
1553.794556;-46.086000;-49.104000;-47.422000
1553.802002;-46.014000;-49.088000;-47.384000
1553.809326;-46.012000;-49.076000;-47.372000
1553.816772;-46.004000;-49.118000;-47.340000
1553.824097;-46.006000;-49.124000;-47.320000
1553.831543;-46.018000;-49.188000;-47.302000
1553.838867;-46.010000;-49.210000;-47.270000
1553.846313;-46.016000;-49.208000;-47.218000
1553.853638;-46.020000;-49.114000;-47.220000
1553.861084;-46.026000;-49.030000;-47.232000
1553.868408;-46.036000;-48.970000;-47.260000
1553.875854;-46.080000;-48.902000;-47.316000
1553.883179;-46.110000;-48.848000;-47.342000
1553.890625;-46.112000;-48.834000;-47.334000
1553.897949;-46.098000;-48.830000;-47.304000
1553.905396;-46.044000;-48.790000;-47.260000
1553.912720;-46.024000;-48.768000;-47.212000
1553.920166;-45.952000;-48.744000;-47.198000
1553.927612;-45.882000;-48.720000;-47.180000
1553.934937;-45.858000;-48.702000;-47.162000
1553.942383;-45.834000;-48.700000;-47.158000
1553.949707;-45.786000;-48.668000;-47.176000
1553.957153;-45.774000;-48.660000;-47.148000
1553.964478;-45.802000;-48.674000;-47.162000
1553.971924;-45.816000;-48.710000;-47.190000
1553.979248;-45.850000;-48.756000;-47.204000
1553.986694;-45.936000;-48.798000;-47.176000
1553.994019;-45.984000;-48.872000;-47.212000
1554.001465;-45.992000;-48.938000;-47.226000
1554.008789;-45.982000;-48.984000;-47.208000
1554.016235;-45.976000;-49.000000;-47.206000
1554.023560;-45.970000;-49.044000;-47.216000
1554.031006;-45.986000;-49.036000;-47.220000
1554.038330;-46.040000;-49.020000;-47.220000
1554.045776;-46.126000;-49.002000;-47.290000
1554.053101;-46.210000;-48.990000;-47.342000
1554.060547;-46.236000;-48.980000;-47.398000
1554.067871;-46.268000;-48.950000;-47.430000
1554.075317;-46.266000;-48.920000;-47.482000
1554.082642;-46.274000;-48.860000;-47.498000
1554.089966;-46.252000;-48.806000;-47.524000
1554.097412;-46.278000;-48.768000;-47.518000
1554.104736;-46.284000;-48.734000;-47.536000
1554.112061;-46.356000;-48.728000;-47.486000
1554.119507;-46.338000;-48.726000;-47.480000
1554.126831;-46.296000;-48.740000;-47.494000
1554.134155;-46.228000;-48.736000;-47.546000
1554.141479;-46.178000;-48.738000;-47.552000
1554.148926;-46.046000;-48.754000;-47.602000
1554.156250;-45.964000;-48.758000;-47.576000
1554.163574;-45.938000;-48.764000;-47.496000
1554.171021;-45.922000;-48.766000;-47.426000
1554.178345;-45.916000;-48.782000;-47.390000
1554.185669;-45.890000;-48.790000;-47.352000
1554.193115;-45.940000;-48.854000;-47.320000
1554.200439;-45.972000;-48.906000;-47.334000
1554.207764;-45.976000;-48.956000;-47.332000
1554.215210;-46.044000;-49.006000;-47.304000
1554.222534;-46.110000;-49.030000;-47.314000
1554.229858;-46.082000;-49.020000;-47.362000
1554.237183;-46.004000;-49.006000;-47.384000
1554.244629;-45.958000;-48.988000;-47.374000
1554.251953;-45.830000;-48.948000;-47.368000
1554.259277;-45.742000;-48.924000;-47.328000
1554.266724;-45.740000;-48.880000;-47.286000
1554.274048;-45.762000;-48.878000;-47.234000
1554.281372;-45.792000;-48.854000;-47.218000
1554.288818;-45.824000;-48.858000;-47.212000
1554.296143;-45.906000;-48.868000;-47.226000
1554.303467;-45.926000;-48.902000;-47.270000
1554.310913;-45.938000;-48.882000;-47.304000
1554.318237;-45.960000;-48.854000;-47.354000
1554.325562;-45.978000;-48.848000;-47.418000
1554.333008;-45.940000;-48.840000;-47.452000
1554.340332;-45.920000;-48.832000;-47.442000
1554.347656;-45.902000;-48.834000;-47.452000
1554.354980;-45.914000;-48.866000;-47.450000
1554.362427;-45.942000;-48.848000;-47.452000
1554.369751;-45.934000;-48.814000;-47.434000
1554.377075;-45.954000;-48.814000;-47.426000
1554.384521;-45.964000;-48.822000;-47.418000
1554.391846;-45.970000;-48.796000;-47.418000
1554.399170;-45.954000;-48.790000;-47.448000
1554.406616;-46.010000;-48.786000;-47.494000
1554.413940;-46.018000;-48.758000;-47.520000
1554.421265;-46.044000;-48.748000;-47.536000
1554.428711;-46.042000;-48.744000;-47.538000
1554.436035;-46.048000;-48.784000;-47.484000
1554.443359;-46.002000;-48.790000;-47.434000
1554.450684;-45.976000;-48.866000;-47.360000
1554.458130;-45.970000;-48.922000;-47.302000
1554.465454;-45.962000;-49.046000;-47.256000
1554.472778;-45.968000;-49.118000;-47.218000
1554.480103;-45.992000;-49.252000;-47.176000
1554.487549;-45.990000;-49.294000;-47.172000
1554.494873;-45.946000;-49.336000;-47.172000
1554.502197;-45.892000;-49.350000;-47.174000
1554.509521;-45.862000;-49.362000;-47.168000
1554.516846;-45.832000;-49.372000;-47.172000
1554.524170;-45.820000;-49.374000;-47.178000
1554.531494;-45.830000;-49.362000;-47.198000
1554.538818;-45.868000;-49.338000;-47.212000
1554.546143;-45.856000;-49.296000;-47.226000
1554.553467;-45.898000;-49.258000;-47.200000
1554.560791;-45.938000;-49.226000;-47.204000
1554.568115;-45.978000;-49.196000;-47.204000
1554.575439;-45.974000;-49.116000;-47.178000
1554.582764;-45.950000;-49.116000;-47.174000
1554.590088;-45.874000;-49.108000;-47.226000
1554.597412;-45.776000;-49.086000;-47.230000
1554.604736;-45.722000;-49.090000;-47.202000
1554.612183;-45.660000;-49.124000;-47.228000
1554.619507;-45.654000;-49.114000;-47.258000
1554.626831;-45.638000;-49.102000;-47.268000
1554.634155;-45.664000;-49.104000;-47.274000
1554.641479;-45.658000;-49.072000;-47.292000
1554.648804;-45.682000;-49.016000;-47.290000
1554.656128;-45.680000;-48.990000;-47.274000
1554.663452;-45.730000;-48.958000;-47.250000
1554.670776;-45.796000;-48.908000;-47.234000
1554.678101;-45.852000;-48.894000;-47.226000
1554.685425;-45.904000;-48.874000;-47.218000
1554.692749;-45.952000;-48.810000;-47.228000
1554.700073;-45.960000;-48.772000;-47.258000
1554.707397;-45.936000;-48.724000;-47.298000
1554.714722;-45.852000;-48.688000;-47.342000
1554.722046;-45.778000;-48.644000;-47.362000
1554.729370;-45.730000;-48.624000;-47.352000
1554.736816;-45.674000;-48.616000;-47.314000
1554.744141;-45.636000;-48.622000;-47.254000
1554.751465;-45.650000;-48.614000;-47.190000
1554.758789;-45.692000;-48.626000;-47.154000
1554.766113;-45.718000;-48.688000;-47.130000
1554.773438;-45.734000;-48.710000;-47.136000
1554.780762;-45.778000;-48.728000;-47.200000
1554.788086;-45.768000;-48.754000;-47.262000
1554.795410;-45.752000;-48.804000;-47.286000
1554.802734;-45.738000;-48.796000;-47.330000
1554.810059;-45.774000;-48.838000;-47.368000
1554.817383;-45.734000;-48.864000;-47.358000
1554.824707;-45.712000;-48.876000;-47.338000
1554.832031;-45.686000;-48.876000;-47.320000
1554.839355;-45.650000;-48.894000;-47.296000
1554.846680;-45.620000;-48.868000;-47.264000
1554.854126;-45.640000;-48.858000;-47.216000
1554.861450;-45.700000;-48.886000;-47.188000
1554.868774;-45.736000;-48.932000;-47.180000
1554.876099;-45.806000;-48.964000;-47.192000
1554.883423;-45.866000;-49.012000;-47.204000
1554.890869;-45.900000;-49.062000;-47.254000
1554.898193;-45.922000;-49.030000;-47.318000
1554.905518;-45.924000;-48.974000;-47.360000
1554.912964;-45.888000;-48.914000;-47.370000
1554.920288;-45.828000;-48.832000;-47.370000
1554.927612;-45.778000;-48.728000;-47.348000
1554.935059;-45.714000;-48.664000;-47.300000
1554.942383;-45.656000;-48.600000;-47.220000
1554.949829;-45.566000;-48.560000;-47.166000
1554.957153;-45.502000;-48.560000;-47.148000
1554.964478;-45.472000;-48.604000;-47.124000
1554.971924;-45.470000;-48.658000;-47.070000
1554.979248;-45.472000;-48.722000;-47.112000
1554.986572;-45.566000;-48.734000;-47.148000
1554.994019;-45.584000;-48.730000;-47.132000
1555.001343;-45.586000;-48.696000;-47.132000
1555.008667;-45.566000;-48.700000;-47.130000
1555.016113;-45.544000;-48.720000;-47.120000
1555.023438;-45.478000;-48.756000;-47.070000
1555.030884;-45.442000;-48.790000;-47.060000
1555.038208;-45.390000;-48.866000;-47.068000
1555.045532;-45.282000;-48.892000;-47.190000
1555.052979;-45.306000;-48.936000;-47.226000
1555.060303;-45.356000;-48.978000;-47.260000
1555.067627;-45.466000;-49.002000;-47.330000
1555.075073;-45.562000;-49.004000;-47.352000
1555.082397;-45.736000;-48.984000;-47.254000
1555.089844;-45.802000;-48.948000;-47.200000
1555.097168;-45.876000;-48.888000;-47.146000
1555.104492;-45.882000;-48.866000;-47.038000
1555.111938;-45.904000;-48.846000;-46.982000
1555.119263;-45.876000;-48.864000;-46.958000
1555.126587;-45.856000;-48.846000;-46.952000
1555.134033;-45.812000;-48.880000;-46.934000
1555.141357;-45.844000;-48.880000;-46.954000
1555.148682;-45.858000;-48.818000;-46.958000
1555.156128;-45.902000;-48.770000;-46.976000
1555.163452;-45.900000;-48.714000;-46.998000
1555.170898;-45.862000;-48.688000;-47.042000
1555.178223;-45.792000;-48.658000;-47.104000
1555.185547;-45.712000;-48.700000;-47.138000
1555.192993;-45.662000;-48.728000;-47.168000
1555.200317;-45.604000;-48.752000;-47.204000
1555.207642;-45.580000;-48.756000;-47.230000
1555.215088;-45.560000;-48.776000;-47.254000
1555.222412;-45.574000;-48.722000;-47.306000
1555.229858;-45.570000;-48.654000;-47.304000
1555.237183;-45.624000;-48.602000;-47.324000
1555.244507;-45.670000;-48.520000;-47.314000
1555.251953;-45.716000;-48.446000;-47.274000
1555.259277;-45.748000;-48.446000;-47.218000
1555.266602;-45.808000;-48.460000;-47.212000
1555.274048;-45.880000;-48.490000;-47.136000
1555.281372;-45.904000;-48.508000;-47.068000
1555.288696;-45.900000;-48.542000;-47.038000
1555.296021;-45.930000;-48.560000;-47.032000
1555.303345;-45.938000;-48.590000;-47.030000
1555.310791;-45.920000;-48.612000;-47.106000
1555.318115;-45.960000;-48.632000;-47.106000
1555.325439;-45.986000;-48.688000;-47.134000
1555.332764;-46.000000;-48.736000;-47.120000
